category,section,range,code,description,keywords
Category I,Surgery – Integumentary,10000–19999,15576,Form skin pedicle flap,form skin pedicle flap
Category I,Surgery – Integumentary,10000–19999,15600,Skin graft,skin graft
Category I,Surgery – Integumentary,10000–19999,15610,Skin graft,skin graft
Category I,Surgery – Integumentary,10000–19999,15620,Skin graft,skin graft
Category I,Surgery – Integumentary,10000–19999,15630,Skin graft,skin graft
Category I,Surgery – Integumentary,10000–19999,15650,Transfer skin pedicle flap,transfer skin pedicle flap
Category I,Surgery – Integumentary,10000–19999,15732,"""Muscle-skin graft, head/neck""","""muscle-skin graft, head/neck"""
Category I,Surgery – Integumentary,10000–19999,15734,"""Muscle-skin graft, trunk""","""muscle-skin graft, trunk"""
Category I,Surgery – Integumentary,10000–19999,15736,"""Muscle-skin graft, arm""","""muscle-skin graft, arm"""
Category I,Surgery – Integumentary,10000–19999,15738,"""Muscle-skin graft, leg""","""muscle-skin graft, leg"""
Category I,Surgery – Integumentary,10000–19999,15740,Island pedicle flap graft,island pedicle flap graft
Category I,Surgery – Integumentary,10000–19999,15750,Neurovascular pedicle graft,neurovascular pedicle graft
Category I,Surgery – Integumentary,10000–19999,15756,Free myo/skin flap microvasc,free myo/skin flap microvasc
Category I,Surgery – Integumentary,10000–19999,15757,"""Free skin flap, microvasc""","""free skin flap, microvasc"""
Category I,Surgery – Integumentary,10000–19999,15758,"""Free fascial flap, microvasc""","""free fascial flap, microvasc"""
Category I,Surgery – Integumentary,10000–19999,15760,Composite skin graft,composite skin graft
Category I,Surgery – Integumentary,10000–19999,15770,Derma-fat-fascia graft,derma-fat-fascia graft
Category I,Surgery – Integumentary,10000–19999,15775,Hair transplant punch grafts,hair transplant punch grafts
Category I,Surgery – Integumentary,10000–19999,15776,Hair transplant punch grafts,hair transplant punch grafts
Category I,Surgery – Integumentary,10000–19999,15780,Abrasion treatment of skin,abrasion treatment of skin
Category I,Surgery – Integumentary,10000–19999,15781,Abrasion treatment of skin,abrasion treatment of skin
Category I,Surgery – Integumentary,10000–19999,15782,Abrasion treatment of skin,abrasion treatment of skin
Category I,Surgery – Integumentary,10000–19999,15783,Abrasion treatment of skin,abrasion treatment of skin
Category I,Surgery – Integumentary,10000–19999,15786,"""Abrasion, lesion, single""","""abrasion, lesion, single"""
Category I,Surgery – Integumentary,10000–19999,15787,"""Abrasion, lesions, add-on""","""abrasion, lesions, add-on"""
Category I,Surgery – Integumentary,10000–19999,15788,"""Chemical peel, face, epiderm""","""chemical peel, face, epiderm"""
Category I,Surgery – Integumentary,10000–19999,15789,"""Chemical peel, face, dermal""","""chemical peel, face, dermal"""
Category I,Surgery – Integumentary,10000–19999,15792,"""Chemical peel, nonfacial""","""chemical peel, nonfacial"""
Category I,Surgery – Integumentary,10000–19999,15793,"""Chemical peel, nonfacial""","""chemical peel, nonfacial"""
Category I,Surgery – Integumentary,10000–19999,15810,Salabrasion,salabrasion
Category I,Surgery – Integumentary,10000–19999,15811,Salabrasion,salabrasion
Category I,Surgery – Integumentary,10000–19999,15819,"""Plastic surgery, neck""","""plastic surgery, neck"""
Category I,Surgery – Integumentary,10000–19999,15820,Revision of lower eyelid,revision of lower eyelid
Category I,Surgery – Integumentary,10000–19999,15821,Revision of lower eyelid,revision of lower eyelid
Category I,Surgery – Integumentary,10000–19999,15822,Revision of upper eyelid,revision of upper eyelid
Category I,Surgery – Integumentary,10000–19999,15823,Revision of upper eyelid,revision of upper eyelid
Category I,Surgery – Integumentary,10000–19999,15824,Removal of forehead wrinkles,removal of forehead wrinkles
Category I,Surgery – Integumentary,10000–19999,15825,Removal of neck wrinkles,removal of neck wrinkles
Category I,Surgery – Integumentary,10000–19999,15826,Removal of brow wrinkles,removal of brow wrinkles
Category I,Surgery – Integumentary,10000–19999,15828,Removal of face wrinkles,removal of face wrinkles
Category I,Surgery – Integumentary,10000–19999,15829,Removal of skin wrinkles,removal of skin wrinkles
Category I,Surgery – Integumentary,10000–19999,15831,Excise excessive skin tissue,excise excessive skin tissue
Category I,Surgery – Integumentary,10000–19999,15832,Excise excessive skin tissue,excise excessive skin tissue
Category I,Surgery – Integumentary,10000–19999,15833,Excise excessive skin tissue,excise excessive skin tissue
Category I,Surgery – Integumentary,10000–19999,15834,Excise excessive skin tissue,excise excessive skin tissue
Category I,Surgery – Integumentary,10000–19999,15835,Excise excessive skin tissue,excise excessive skin tissue
Category I,Surgery – Integumentary,10000–19999,15836,Excise excessive skin tissue,excise excessive skin tissue
Category I,Surgery – Integumentary,10000–19999,15837,Excise excessive skin tissue,excise excessive skin tissue
Category I,Surgery – Integumentary,10000–19999,15838,Excise excessive skin tissue,excise excessive skin tissue
Category I,Surgery – Integumentary,10000–19999,15839,Excise excessive skin tissue,excise excessive skin tissue
Category I,Surgery – Integumentary,10000–19999,15840,Graft for face nerve palsy,graft for face nerve palsy
Category I,Surgery – Integumentary,10000–19999,15841,Graft for face nerve palsy,graft for face nerve palsy
Category I,Surgery – Integumentary,10000–19999,15842,Flap for face nerve palsy,flap for face nerve palsy
Category I,Surgery – Integumentary,10000–19999,15845,"""Skin and muscle repair, face""","""skin and muscle repair, face"""
Category I,Surgery – Integumentary,10000–19999,15850,Removal of sutures,removal of sutures
Category I,Surgery – Integumentary,10000–19999,15851,Removal of sutures,removal of sutures
Category I,Surgery – Integumentary,10000–19999,15852,Dressing change not for burn,dressing change not for burn
Category I,Surgery – Integumentary,10000–19999,15860,Test for blood flow in graft,test for blood flow in graft
Category I,Surgery – Integumentary,10000–19999,15876,Suction assisted lipectomy,suction assisted lipectomy
Category I,Surgery – Integumentary,10000–19999,15877,Suction assisted lipectomy,suction assisted lipectomy
Category I,Surgery – Integumentary,10000–19999,15878,Suction assisted lipectomy,suction assisted lipectomy
Category I,Surgery – Integumentary,10000–19999,15879,Suction assisted lipectomy,suction assisted lipectomy
Category I,Surgery – Integumentary,10000–19999,15920,Removal of tail bone ulcer,removal of tail bone ulcer
Category I,Surgery – Integumentary,10000–19999,15922,Removal of tail bone ulcer,removal of tail bone ulcer
Category I,Surgery – Integumentary,10000–19999,15931,Remove sacrum pressure sore,remove sacrum pressure sore
Category I,Surgery – Integumentary,10000–19999,15933,Remove sacrum pressure sore,remove sacrum pressure sore
Category I,Surgery – Integumentary,10000–19999,15934,Remove sacrum pressure sore,remove sacrum pressure sore
Category I,Surgery – Integumentary,10000–19999,15935,Remove sacrum pressure sore,remove sacrum pressure sore
Category I,Surgery – Integumentary,10000–19999,15936,Remove sacrum pressure sore,remove sacrum pressure sore
Category I,Surgery – Integumentary,10000–19999,15937,Remove sacrum pressure sore,remove sacrum pressure sore
Category I,Surgery – Integumentary,10000–19999,15940,Remove hip pressure sore,remove hip pressure sore
Category I,Surgery – Integumentary,10000–19999,15941,Remove hip pressure sore,remove hip pressure sore
Category I,Surgery – Integumentary,10000–19999,15944,Remove hip pressure sore,remove hip pressure sore
Category I,Surgery – Integumentary,10000–19999,15945,Remove hip pressure sore,remove hip pressure sore
Category I,Surgery – Integumentary,10000–19999,15946,Remove hip pressure sore,remove hip pressure sore
Category I,Surgery – Integumentary,10000–19999,15950,Remove thigh pressure sore,remove thigh pressure sore
Category I,Surgery – Integumentary,10000–19999,15951,Remove thigh pressure sore,remove thigh pressure sore
Category I,Surgery – Integumentary,10000–19999,15952,Remove thigh pressure sore,remove thigh pressure sore
Category I,Surgery – Integumentary,10000–19999,15953,Remove thigh pressure sore,remove thigh pressure sore
Category I,Surgery – Integumentary,10000–19999,15956,Remove thigh pressure sore,remove thigh pressure sore
Category I,Surgery – Integumentary,10000–19999,15958,Remove thigh pressure sore,remove thigh pressure sore
Category I,Surgery – Integumentary,10000–19999,15999,Removal of pressure sore,removal of pressure sore
Category I,Surgery – Integumentary,10000–19999,16000,Initial treatment of burn(s),initial treatment of burn(s)
Category I,Surgery – Integumentary,10000–19999,16010,Treatment of burn(s),treatment of burn(s)
Category I,Surgery – Integumentary,10000–19999,16015,Treatment of burn(s),treatment of burn(s)
Category I,Surgery – Integumentary,10000–19999,16020,Treatment of burn(s),treatment of burn(s)
Category I,Surgery – Integumentary,10000–19999,16025,Treatment of burn(s),treatment of burn(s)
Category I,Surgery – Integumentary,10000–19999,16030,Treatment of burn(s),treatment of burn(s)
Category I,Surgery – Integumentary,10000–19999,16035,"""Incision of burn scab, initi""","""incision of burn scab, initi"""
Category I,Surgery – Integumentary,10000–19999,16036,Escharotomy; add?l incision,escharotomy; add?l incision
Category I,Surgery – Integumentary,10000–19999,17000,Destroy benign/premlg lesion,destroy benign/premlg lesion
Category I,Surgery – Integumentary,10000–19999,17003,"""Destroy lesions, 2-14""","""destroy lesions, 2-14"""
Category I,Surgery – Integumentary,10000–19999,17004,"""Destroy lesions, 15 or more""","""destroy lesions, 15 or more"""
Category I,Surgery – Integumentary,10000–19999,17106,Destruction of skin lesions,destruction of skin lesions
Category I,Surgery – Integumentary,10000–19999,17107,Destruction of skin lesions,destruction of skin lesions
Category I,Surgery – Integumentary,10000–19999,17108,Destruction of skin lesions,destruction of skin lesions
Category I,Surgery – Integumentary,10000–19999,17110,"""Destruct lesion, 1-14""","""destruct lesion, 1-14"""
Category I,Surgery – Integumentary,10000–19999,17111,"""Destruct lesion, 15 or more""","""destruct lesion, 15 or more"""
Category I,Surgery – Integumentary,10000–19999,17250,"""Chemical cautery, tissue""","""chemical cautery, tissue"""
Category I,Surgery – Integumentary,10000–19999,17260,Destruction of skin lesions,destruction of skin lesions
Category I,Surgery – Integumentary,10000–19999,17261,Destruction of skin lesions,destruction of skin lesions
Category I,Surgery – Integumentary,10000–19999,17262,Destruction of skin lesions,destruction of skin lesions
Category I,Surgery – Integumentary,10000–19999,17263,Destruction of skin lesions,destruction of skin lesions
Category I,Surgery – Integumentary,10000–19999,17264,Destruction of skin lesions,destruction of skin lesions
Category I,Surgery – Integumentary,10000–19999,17266,Destruction of skin lesions,destruction of skin lesions
Category I,Surgery – Integumentary,10000–19999,17270,Destruction of skin lesions,destruction of skin lesions
Category I,Surgery – Integumentary,10000–19999,17271,Destruction of skin lesions,destruction of skin lesions
Category I,Surgery – Integumentary,10000–19999,17272,Destruction of skin lesions,destruction of skin lesions
Category I,Surgery – Integumentary,10000–19999,17273,Destruction of skin lesions,destruction of skin lesions
Category I,Surgery – Integumentary,10000–19999,17274,Destruction of skin lesions,destruction of skin lesions
Category I,Surgery – Integumentary,10000–19999,17276,Destruction of skin lesions,destruction of skin lesions
Category I,Surgery – Integumentary,10000–19999,17280,Destruction of skin lesions,destruction of skin lesions
Category I,Surgery – Integumentary,10000–19999,17281,Destruction of skin lesions,destruction of skin lesions
Category I,Surgery – Integumentary,10000–19999,17282,Destruction of skin lesions,destruction of skin lesions
Category I,Surgery – Integumentary,10000–19999,17283,Destruction of skin lesions,destruction of skin lesions
Category I,Surgery – Integumentary,10000–19999,17284,Destruction of skin lesions,destruction of skin lesions
Category I,Surgery – Integumentary,10000–19999,17286,Destruction of skin lesions,destruction of skin lesions
Category I,Surgery – Integumentary,10000–19999,17304,"""1 stage mohs, up to 5 spec""","""1 stage mohs, up to 5 spec"""
Category I,Surgery – Integumentary,10000–19999,17305,"""2 stage mohs, up to 5 spec""","""2 stage mohs, up to 5 spec"""
Category I,Surgery – Integumentary,10000–19999,17306,"""3 stage mohs, up to 5 spec""","""3 stage mohs, up to 5 spec"""
Category I,Surgery – Integumentary,10000–19999,17307,Mohs addl stage up to 5 spec,mohs addl stage up to 5 spec
Category I,Surgery – Integumentary,10000–19999,17310,Mohs any stage > 5 spec each,mohs any stage > 5 spec each
Category I,Surgery – Integumentary,10000–19999,17340,Cryotherapy of skin,cryotherapy of skin
Category I,Surgery – Integumentary,10000–19999,17360,Skin peel therapy,skin peel therapy
Category I,Surgery – Integumentary,10000–19999,17380,Hair removal by electrolysis,hair removal by electrolysis
Category I,Surgery – Integumentary,10000–19999,17999,Skin tissue procedure,skin tissue procedure
Category I,Surgery – Integumentary,10000–19999,19000,Drainage of breast lesion,drainage of breast lesion
Category I,Surgery – Integumentary,10000–19999,19001,Drain breast lesion add-on,drain breast lesion add-on
Category I,Surgery – Integumentary,10000–19999,19020,Incision of breast lesion,incision of breast lesion
Category I,Surgery – Integumentary,10000–19999,19030,Injection for breast x-ray,injection for breast x-ray
Category I,Surgery – Integumentary,10000–19999,19100,Bx breast percut w/o image,bx breast percut w/o image
Category I,Surgery – Integumentary,10000–19999,19101,"""Biopsy of breast, open""","""biopsy of breast, open"""
Category I,Surgery – Integumentary,10000–19999,19102,Bx breast percut w/image,bx breast percut w/image
